Solution Name,Link,Summary,Who,Why,How,What,Category,Tags
Team ‘Bioj4ck’,https://tomglobal.org/project?id=5ca3885cb506a2297168a9c9,"Team ‘Bioj4ck’ created a dynamic elbow extension wearable from the bicep to the hand, enhancing muscle activity and improving Nij’s range of motion by providing support for full arm extension. The team also designed a glove which strengthens his wrist and stabilizes his grip when using dumbbells and bars.",,,,,Therapy,condition:paralysis; bodypart:hand; assisitvetool:splint
Gripper,https://tomglobal.org/project?id=5ca3885cb506a2297168a9af,"Currently, Bonnie relies on a grabber arm to pick things from her wheelchair. Most of these grabbers rely heavily on wrist and grip strength, making them impossible for Bonnie to operate with one hand. Current devices also have difficulty picking up objects heavier than one pound, forcing Bonnie to rely on maneuvering a converted dustbin to lift heavy objects. Bonnie has two solutions - a telescoping device with a sticky pad and a magnet as well as a dustpan and broom to sweep up larger objects. She has noted that these solutions are frustraiting to use and lack versatility. Our solution seeks to combine the functionalities of these two into a single device while also enhancing usability.",,,,,Daily Living,condition:paralysis; bodypart:legs; assistivetool:wheelchair
Leg Bag Emptier,https://tomglobal.org/project?id=5ca3885cb506a2297168a9ad,"The challenge requires the leg bag team to develop a solution that is easy, quick, reliable, and completely sanitary. Sensors on the bag controlled by an Arduino connect to Rafe’s iPhone, where he can use an app that keeps track of the last time the bag was emptied and it's current volume.",,,,,Daily Living,condition:paralysis; bodypart:legs; condition:hygiene; assistivetool:wheelchair; technology:app; general:toilet
iEat,https://tomglobal.org/project?id=5ca3885cb506a2297168a987,"The team designed an arm that can help Zebreda eat independently. It is a reliable, comfortable and clean way to enable movement limited individuals to independently feed themselves. The potential benefits of such a product are innumerous, with greater personal independence chief among them.",,,,,Daily Living,condition:paralysis; bodypart:hand
Carry Crutches,https://tomglobal.org/project?id=5ca3885cb506a2297168a97b,"Carry crutches are a simple crutches add-on to carry drinks.
see also: https://tomglobal.org/project?id=5ca3885cb506a2297168a9a1",,,,,Daily Living,duplicate
Rotating Cane Tip (Offical),https://tomglobal.org/project?id=65eb3b90c360e629290d6a4e,Rotating Cane Tip (Offical),"Joshua has a visual impairment, and is aided by a mobility stick. This white cane helps him detect changes in ground texture and level due to his poor depth perception and blurry vision.","With the mobility stick, there is typically an attachment on the end of the cane that makes contact with the ground in front of the user. The point of our project is to make Joshua a longer lasting, versatile, and cost efficient cane attachment","Our solution addresses the challenge in many ways. This solution for the cane attachment supports many sustainable practices, will provide empowerment for communities, and will encourage others to help raise awareness.","With the mobility stick, there is typically an attachment on the end of the cane that makes contact with the ground in front of the user. The point of our project is to make Joshua a longer lasting, versatile, and cost efficient cane attachment. Tools needed PC or MAC I7 + Measurement tool Digital caliber Pliers Needle-nose pliers Wood Filing Tool FDM Printer Flash",Daily Living; Outdoor; Hobbies,
Protective Face Shield,https://tomglobal.org/project?id=5e7e7253700d243bd850e10b,"This design was created by the Open Face PPE Project (https://open-face-ppe.now.sh/) in collaboration with the NYU COVID-19 Task Force and many others. The Open Source Face Shield is a low cost, medical face shield designed to be quickly made using almost any flat material fabrication equipment (laser cutters, rule dies, drag knife, CNC punch, etc.), or even scissors and an office hole punch from any clear flexible material.
It requires no hardware or 3D printed parts, just two pieces of flexible clear plastic and an elastic band. Check Resources section ,building instructions and video demo.",,,,,COVID19,condition:hygiene; bodypart:face; technology:sawing; general:mask
COVID-19 - PPE solutions,https://tomglobal.org/project?id=5e8bc6e01741d4521eabb185,"This design was created by Dusty Richardson MD, Spencer E. Zaugg, DMD and Microbiologist Colton Zaugg.
The Montana Mask is a highly effective filtration mask. It’s a 3D printable and the design files are free for public use. It can be sanitized and reused. Although not approved by the FDA or NIOSH, the mask has been rigorously tested. The level of protection is customizable, depending on which material you use for the filter. For more information please check the resources section.
.
The Montana Mask is a highly effective filtration mask. It’s a 3D printable and the design files are free for public use. It can be sanitized and reused. Although not approved by the FDA or NIOSH, the mask has been rigorously tested. The level of protection is customizable, depending on which material you use for the filter.  For more information please see resources section.",,,,,COVID19,technology:DIY; condition:hygiene; bodypart:face; technology:3D Printing; general:mask
COVID-19 - PPE solutions,https://tomglobal.org/project?id=5e8bc6b91741d4521eabb184,"This model was created by Zachary Stewart. This is a simple loop mask clip/holder to reduce irritation to the back of the medical professional's ear throughout the extended use of loop-based mask.
Two designs are included, the original design is for use with N95 styled masks and the ""Long"" models are for other surgical masks/alternative use.
This should 3D print in 20 minutes or less and should be sturdy and comfortable enough for weeks of repeated use.",,,,,COVID19,technology:DIY; bodypart:face; technology:3D Printing; general:mask
COVID-19 - PPE solutions,https://tomglobal.org/project?id=5e8bc67a1741d4521eabb183,"This design was created by Jessica Nandino, a former trauma/flight nurse currently on sabbatical in urgent care.
For more details and instructions use the following link - https://www.instructables.com/id/AB-Mask-for-a-Nurse-by-a-Nurse/.
This project has been replicated more than 100 times.!",,,,,COVID19,technology:DIY; condition:hygiene; bodypart:face; technology:sawing; general:mask
Open Source Respirators & Ventilators,https://tomglobal.org/project?id=5e83fd37b371ab0d680c3ee5,This open source 3D-printed ventilator quad splitter allows to use one ventilator to ventilate 7 patients. The splitter was designed by IntCadSol in collaboration with doctors from Manchester Memorial Hospital in CT.,,,,,COVID19,technology:DIY; technology:3D Printing; general:ventilator
Aut2Talk,https://tomglobal.org/project?id=5ca3885cb506a2297168a96f,The solution is an application for iOS and Android devices that allows the user to record videos of themselves performing tasks and allows them to playback those videos to help understand verbal communication. The videos are played back when the user presses a button with an emoji associated with the feeling or need that is being communicated.,"Shirley is the mother of Arnold, a kid who has non-verbal Autism Spectrum Disorder (ASD).","Arnold's challenge is to find a way to verbally communicate his feelings, wants and needs.",,The solution is an application for iOS and Android devices that allows the user to record videos of themselves performing tasks and allows them to playback those videos to help understand verbal communication. The videos are played back when the user presses a button with an emoji associated with the feeling or need that is being communicated.,Therapy,activity:communication
Medtronic Portable Ventilator,https://tomglobal.org/project?id=5e834e79b371ab0d680c3ed3,Medtronic is publicly sharing the design specifications for the Puritan Bennett™ 560 (PB 560) to enable participants across industries to evaluate options for rapid ventilator manufacturing to help doctors and patients dealing with COVID-19. The PB 560 is compact and lightweight making it suitable for different healthcare environments and settings. This is a qualified design with 10 years of medical use.,,,,,COVID19,general:ventilator
Open Source Respirators & Ventilators,https://tomglobal.org/project?id=5e828f81b371ab0d680c3ebe,"This design was created especially for the TOM:Mexico City community by the MakersMexico group. This Splitter is designed to divide the airflow of an artificial ventilator so that it can be shared by two patients. The design is meant to optimize better airflow, mechanical resistance and ease of 3D printing. The splitter is currently being tested at The National Institute of Medical Sciences and Nutrition Salvador Zubirán (INCMNSZ) in Mexico City. Check the Resources section to watch the demo test.",,,,,COVID19,technology:DIY; technology:3D Printing; general:ventilator
Open Source Respirators & Ventilators,https://tomglobal.org/project?id=5e828c6bb371ab0d680c3eb8,"This design was created by Isinnova Inc., together with a former head physician of the Gardone Valtrompia Hospital, Dr. Renato Favero. This design works with a 3D printed valve and a regular snorkeling mask sold by Decatlon and/or other companies. To see full details please check Resources section.",,,,,COVID19,technology:DIY; priority; condition:hygiene; bodypart:face; technology:3D Printing; general:mask
COVID-19 PPE Solutions,https://tomglobal.org/project?id=5e81e5aee097a87da75e6315,This is a modified open source face shield developed by Florida International University (FIU) and Baptist Health South Florida.  See additional info in the resources tab.,,,,,COVID19,technology:DIY; condition:hygiene; bodypart:face; technology:3D Printing; general:mask
COVID-19 PPE Solutions,https://tomglobal.org/project?id=5e80fb15e097a87da75e62e5,This is a modified open source face shield developed by Florida International University (FIU) and Baptist Health South Florida.  See additional info in the resources tab.,,,,,COVID19,technology:DIY; condition:hygiene; condition:deaf; bodypart:face; general:mask
COVID-19 - PPE solutions,https://tomglobal.org/project?id=5e7e7302700d243bd850e10c,"The Open Source Face Shield is a low cost, medical face shield designed to be quickly made using almost any flat material fabrication equipment (laser cutters, rule dies, drag knife, CNC punch, etc.), or even scissors and an office hole punch from any clear flexible material.
It requires no hardware or 3D printed parts, just two pieces of flexible clear plastic and an elastic band.
This design was created by Vadim Gordin (https://www.linkedin.com/in/vadimgordin/) as part of the Open Face PPE Project.",,,,,COVID19,technology:DIY; condition:hygiene; bodypart:face; general:mask
COVID-19 - PPE solutions,https://tomglobal.org/project?id=5e8bc6fe1741d4521eabb186,The Stopgap Face Mask was created as an emergency action in an effort to protect people by providing backup PPE options if the standard PPE has become unavailable. This device has not gone through the same regulatory approval process as standard PPE but according to the NIH: this design has undergone review in a clinical setting and is recommended when fabricated as instructed. Please see the resources section for information.,,,,,COVID19,technology:DIY; condition:hygiene; bodypart:face; general:mask
COVID-19 PPE Solutions,https://tomglobal.org/project?id=5e7d5afe700d243bd850e0d6,"This open source face shield was designed by faculty members at Georgia Tech, who rapidly developed and prototyped several unique and simple designs, based on direct input and feedback from healthcare workers and hospital supply chain managers. This solution is a scalable one, as well as one that anyone can produce from home using widely available materials.",,,,,COVID19,technology:DIY; condition:hygiene; condition:deaf; bodypart:face; technology:3D Printing; general:mask
COVID-19 PPE Solutions,https://tomglobal.org/project?id=5e7d52df700d243bd850e0d4,"This is the first medically reviewed open source gown design by Open Source COVID19 Medical Supplies headed by Gui Cavalcanti in Berkeley, California.
The Open Source Medical Supplies medical team has reviewed this suit design, and suggested it be made out of the Tyvek 1433R (i.e. thin and flexible covering) that could be found in any hardware store.
The pattern has minimal seams as sewing seams make the garment more permeable because of needle holes. Please read through the techpack for full construction details based on what kind of machine you have accessible. These recommendations are here to try and get it to be the best as we can despite it being a non medical grade suit. The less seams the better!
*Disclaimer: These suits are not medical grade, but still can be used by other hospital workers and staff who don’t necessarily come in direct contact with patients.
Their fabrication package can be found here:
https://drive.google.com/open?id=1-Xr-67gs2qw0o44-hy-INb89I9m-wcLD",,,,,COVID19,priority; condition:hygiene; technology:sawing; bodypart:full body
Protective Face Shield,https://tomglobal.org/project?id=5e7d4ca4700d243bd850e0d0,"This design was created by the Swedish company 3DVerkstan. Their design is unique because it takes into account the difference in household hole-puncher that exists between countries (Sweden, Europe and North America)",,,,,COVID19,technology:DIY; priority; condition:hygiene; bodypart:face; technology:3D Printing; general:mask
COVID-19 PPE Solutions,https://tomglobal.org/project?id=5e7c9f20700d243bd850e088,"The Disposable Protective Face Shield is manufactured from a plastic sheet, foam tape and elastic. The lean design UW Madision and Delve, Midwest Prototyping allows for fast production at large quantities. Note that the foam cannot be sanitized so this is a SINGLE USE product. This product was reviewed by the OSCMS Medical Review Team. For information about the shield's development, cost per unit, manufacturing specs and materials please see resources.",,,,,COVID19,technology:DIY; condition:hygiene; condition:deaf; bodypart:face; general:mask
Protective Face Shield,https://tomglobal.org/project?id=5e7c9b02700d243bd850e084,This is the third iteration of the face shield prototype developed by Prusa Research. The design has two types of visors that can be utilized. This prototype has undergone two rounds of verification with the Czech Ministry of Health. Read more about the mask specs and development history under resources.,,,,,COVID19,technology:DIY; condition:hygiene; bodypart:face; general:mask
Respirator Face Mask (N95) - Coronavirus (COVID-19),https://tomglobal.org/project?id=5e72bb6294711e10b13ebe38,"***DISCLAIMER***
THIS IS AN INITIAL DESIGN THAT IS CURRENTLY BEING IMPROVED. VER 2.0 WILL BE PUBLISHED SOON.
THIS DESIGN IS INTENDED TO BE USED WITH COPPER3D ANTIMICROBIAL MATERIAL ONLY ***DISCLAIMER***
The NanoHack - the open-source respirator mask. Designed by Copper3D, a TOM:Chile Partner, company that manufactures PLACTIVE® an innovative Nano-composite developed with a high-quality PLA and a patented, scientifically validated and highly effective Nano-Copper additive that provides antimicrobial and antiviral protection.
NanoHack was inspired by the great global pandemic. The most radical innovations are born from crises.
This design provides the following advantages:
**FLAT PATTERN** which allow for easier manufacturing and massive shipping. **THERMOFORMING CAPABILITIES** At 55º - 60º C to allow the use of hair dryers or warm water to give the correct shape of the anatomy of any face. **REUSABLE & RECYCLABLE** You can use this mask any time you want, just wash it with soap and water. **MODULAR FILTRATION SYSTEM** that includes several layers with different geometries to provide an effective fine particle filtration. Furthermore, this system can house third party filtration materials, such as non-woven propylene, clothing, sponges, or textiles. **CONTROL OF THE FILTRATION AND AIR INTAKE** Prolong use of N95 respirators have shown to reduce lung capacity. These single-use respirators do not allow the regulation of air intake or particle size. NanoHack incorporates a modular filtration disc that can effectively regulate the air intake and the particle size.
***DISCLAIMER***
THIS IS AN INITIAL DESIGN THAT IS CURRENTLY BEING IMPROVED. VER 2.0 WILL BE PUBLISHED SOON.
THIS DESIGN IS INTENDED TO BE USED WITH COPPER3D ANTIMICROBIAL MATERIAL ***DISCLAIMER***",,,,,,
Debbie's backrest,https://tomglobal.org/project?id=5e6f7eee94711e10b13ebdf9,"A device used to change the back position when lying down.
This product allows people with disabilities to change their body position when lying on a bed and make their bed more comfortable for reading a book, watching TV or just staying on the bed at whatever level they'd like. This item is easily carried, doesn't weigh much, folds up and is most ideal to take with you
on vacation. We have developed this product for the ALS patient, but it can be used by anyone who needs or wants it, and it is very easy to make.",,,,,,
Team James,https://tomglobal.org/project?id=5e56c4e84deecb1a69968c42,"The InstaSleep is a rollable addition to a couch that makes it a pull-out couch. The
device provides extra space and support for couch sleepers with osteoarthritis. It
includes a half-moon shaped pillow that can be velcroed to the rollable mattress
for stability at night.",,,,,Daily Living,activity:sleep
Team Joán,https://tomglobal.org/project?id=5e3b9603d848736b09554583,"This device is a prosthetic leg for people amputated above the knee. Our goal was to develop a mechanical prosthetic that is water resistant in order to allow users to keep them on while showering or walking in the rain. This device is also meant to have a much lower cost than commercial prosthetics and simple to dimension and recreate in any makerspace.
This project was developed at the Makeathon at Columbia in 2020 based on the needs of Joán Bolanos Martinez, whose leg was amputated almost a decade ago after a car accident. After a couple calls and meetings with Joán in order to prepare for the event, we settled on our first priorities for the product and some possible design ideas. Over the course of the three days we developed a working prototype with PVC, aluminum extrusion, and silicon.",,,,,Daily Living,condition:amputee; bodypart:legs; assistivetool:prosthesis
Team Michelle- Hand warmers,https://tomglobal.org/project?id=5e3b9322d848736b09554580,This device is a fingerless glove for people with poor circulation in their hands and arms. The device takes into account the environment around the skin and can be manually or automatically set.,,,,,Daily Living,bodypart:hand; bodypart:fingers
Portable Dress Stick,https://tomglobal.org/project?id=645052644996735f844e8f58,Portable Dress Stick,Millie uses a motorized wheelchair and getting dressed independently can be challenging so she uses a dressing stick as an aid.,Millie would like a portable dress stick that she can bring with her when she travels.,"It will allow for a light, portable dress stick that is fully customizable.","We are making a portable dress stick, made from PVC pipes that can be unscrewed. It will also have detachable and modular fittings for the ends based on the person's needs. Tools needed Prusa slicer Pvc pipe cutter FDM Printer",Daily Living,
Head Tilt Sensor and Indicator,https://tomglobal.org/project?id=65106472ed09cf6fe1bd55e4,Head Tilt Sensor and Indicator,"Some patients with neurological impairments aren't able to recognize when their head is significantly tilted. This can potentially lead to muscle strain and other issues. Therefore, this project aims to provide solutions to patients to help them.","Patients with neurological impairments cannot sense when their head or body is not truly aligned with vertical. This results in an unconscious tendency to hold their head and neck in lateral flexion, causing balance issues and potentially neck pain",The device/design chosen will provide solutions to allow patients to become aware of their posture and correct it.,The design will most likely be a wearable head tilt indicator device. Tools needed scissors scissors Hot glue gun Soldering set Cable stripper,Therapy,
Firing position for Yulia,https://tomglobal.org/project?id=64db365b11cbb40cdff43268,Firing position for Yulia,"She immigrated to Israel from Kazakhstan, works for an electrical company, loves sports, participates in para-sports competitions, and currently focuses on shooting as her main sport.","Julia needs a new table and chair that she uses as a shooting position. Yulia wants the product to be lightweight and easy to carry, as well as simple to assemble.",The solution helps them in carrying and transporting a shooting position in flights and setting them up in competitions,"A table and chair that will be small in size, lightweight, foldable and convenient to carry and transport Tools needed Face shield Prusa slicer Wooden chop set scissors scissors scissors scissors Electric Srewdriver Circular saw FDM Printer Tester Flash Trigger CNC Machine Laser Cutter",Sports,
Seeing Ski,https://tomglobal.org/project?id=5ca3885cb506a2297168a959,A mini ski-like attachment that can attach to the bottom of a seeing cane.,,,,,Daily Living,condition:visually impaired; assistivtool:walker
Aditional backrest for a student chair,https://tomglobal.org/project?id=649ae6caaf332521756371fa,Aditional backrest for a student chair,"Abed, a 20-years-old architecture student, lives with his family in the north of Israel. Abed has a rare syndrome called FOP (Fibrodysplasia ossificans progressiva). This syndrome makes it difficult for him to dress, bend down and sit comfortably.","During class, Abed sits on an uncomfortable plastic student chair that is not padded. In addition, the chair is not suitable for Abed's body, which may contribute to the disease's development.",We provide a portable and comfortable backrest that fits Abed's sitting position and measurements and actually solves the problem of prolonged sitting.,"The solution we offer is a portable backrest adapted to Abed's measurements, and suitable to his student chair at the college. Tools needed Protective glasses Measurement tool Digital caliber scissors Stanley knife sewing machine scissors",Daily Living,
F.O.P Specialized Toothbrush,https://tomglobal.org/project?id=649ad1baaf33252175636947,F.O.P Specialized Toothbrush,"Nastya is a 9-year-old girl, who is faced with a daily challenge due to her FOP. Her condition limits her mouth's opening to just 4 mm, preventing her from effectively cleaning the inside of her teeth during regular brushing.",For Nastya and other FOP patients will be able to brush the inside of their mouth due to complications from the disease.,By making a brush small enough to fit through her teeth in order for her to brush the insides of her mouth,A brushing device specifically designed to effectively clean the inner surfaces of teeth Tools needed Fusion 360 Prusa slicer Measurement tool Digital caliber Needle-nose pliers scissors FDM Printer,Daily Living,
BackHelper,https://tomglobal.org/project?id=6490724f9fe0310468ecbb5d,BackHelper,"Came from Ukraine 5 years ago, lives with her parents and brother and has many pets. Goes to a regular school and whishes to be like everyone else.",To help the girl sit comfortably and in a balanced position during her time at school.,"Our challenge was to enable the girl to sit in class in a comfortable way, without feeling unusual. The backrest let's her lean in a specific angle and helps her stay rested and relaxed.",An offset to the original backrest that meets the girl's needs. We will allow the girl to sit comfortably and be able to lean back without hurting herself. Tools needed Protective glasses Face shield Measurement tool Digital caliber Screwdriver set Electric Srewdriver,Daily Living,
"Design by - Design Factory Shenkar, Shenkar- Engineering. Design. Art",https://tomglobal.org/project?id=648ee4229fe0310468ec71d0,"Design by - Design Factory Shenkar, Shenkar- Engineering. Design. Art",A sweet 8-year-old girl with many hobbies and extracurricular activities.,Providing support to a girl who is dealing with FOP to enable her to shower and wash herself independently.,It .helps Anastasia maintain her privacy and bathe independently.,We offer a wooden rod with an ideal angle. Tools needed Wooden chop set CNC Machine,Daily Living,
The magnetic crutch,https://tomglobal.org/project?id=648dbf7a9fe0310468ec469f,The magnetic crutch,"a program that helps to find solution for FOP patients with association with Shenkar College , Thomas Jefferson University , TOM Community and Meir Medical Center.",Help people with a disability to pick things up from the floor without having to bend over.,people that uses a crutch on a daily basis will have a solution for their bending issues.,a rod that is connected to a crutch with an opening mechanism that in the end of it there is a magnet to pick up stuff. Watch the video for more information --> Tools needed PC or MAC I7 + Screwdriver set Hot glue gun FDM Printer,Daily Living,
Infusion Tube Holder,https://tomglobal.org/project?id=66d998d1cb3e430013d7c164,Infusion Tube Holder,"As a pediatric oncology patient, my chemotherapy tubes often broke due to movement, causing spills that risk burns, blood contamination, and environmental hazards. I aim to solve this problem by designing a safer, more secure solution for tube connections.","Accidental disconnection of an infusion set during chemotherapy cause damages: overflow of cytotoxic substances, environmental pollution, contamination in the infusion set, waste of nursing time & waste of a set of infusion sets.","This innovative connector features a two-step locking mechanism, similar to a childproof door lock, to prevent accidental disconnections.",This is a 3D-printed external connector compatible with various infusion tube sizes. Tools needed Prusa slicer FDM Printer,Therapy,
Hands Free Shoehorn,https://tomglobal.org/project?id=646f3eebb5ec567e9efd8181,Hands Free Shoehorn,Our product is designed for people who has a disability about their hands or arms and struggle to use a normal shoehorn.,This project is made for those who have difficulty in wearing shoes due to any disability.,"The solution is offered by a lever-like tool that helps its users who either has no hands or whose hands are occupied, by making its users able to adjust the shoehorn attached to the tool while sitting with their legs.","Hands-Free Shoehorn offers its users a practical, easy and efficient way to wear shoes, without using any hands. Tools needed Measurement tool Silicone gun Hot glue gun FDM Printer",Daily Living,
Equal Access Guide,https://tomglobal.org/project?id=6519fa1bed09cf6fe1bf9c88,Equal Access Guide,Brendon is a 30 year old Blind male currently studying International Relations at Griffith University.,"Brendon currently experiences various challenges while being at uni - challenges engaging in pre-class activities and assignments, in classroom discussions with his peers, and attending social events.","1. The website will have information informing university staff of how to make learning more accessible for a Blind person. 2. When Brendon's peers access the website, they engage him in discussions and interact with him as they would with anyone",1. A website available for Brendon to show to university staff and students. This website will be available to view on a QR code. 2. A lanyard with ID holder that tells his peers to state their name and has the QR code. 3. A placard that has a big sign Tools needed PC or MAC I7 +,Daily Living,
Spring Dice Box,https://tomglobal.org/project?id=644e9f734996735f8449b4de,Spring Dice Box,"HMS School for Children with Cerebral Palsy, located in the University City neighborhood of Philadelphia, serves school-age children and young adults through age 21 who have complex, multiple disabilities",Rolling dice for those who struggle with fine motor skills,"It will allow someone to roll dice without the need for fine motor skills, precision in aiming, or force",A dice box attached to a spring Tools needed Hot glue gun,Fun/Leisure,
spinning pillow,https://tomglobal.org/project?id=644e21e84996735f844815d6,A spinning pillow that helps a person with a disability turn their body into the car.,"Paz have Cerebral Palsy, she can't move the left side of her body. She use a wheelchair. she find it struggle to get into the car seat",beacuse she can't move her body into the car by herself.,"the pillow help the left side of her body to turn into the car, so she don't need to lift her legs with her right arm or ask for help.",A spinning pillow that helps a person with a disability turn their body into the car. Tools needed PC or MAC I7 + Measurement tool Digital caliber Wooden chop set scissors Monkey wrench Wood Filing Tool Nail Gun sewing machine scissors set of needles Electric Srewdriver FDM Printer Laser Cutter,Daily Living; Outdoor,
LAIR,https://tomglobal.org/project?id=644d2c37ad4bc417dadfd500,LAIR,People who are taking care of the elderly or patients with mobility challenges.,Caregivers are prone to physical injuries due to the physically demanding nature of their job. Some of their main tasks include lifting and transferring patients from either the bed or wheelchair to their desired locations.,"By raising the height of the person sitting on the wheelchair as well as providing a tilt towards the caregiver, caregivers no longer need to physically strain themselves to lift the person up and can just hook them off the wheelchair do the transfer.",We are making an assistive lifting equipment that reduces the amount force that is required from the caregivers when performing their tasks. The solution can be readily integrated into any wheelchair. Tools needed Heavy duty gloves PC or MAC I7 + Fusion 360 Prusa slicer Measurement tool Digital caliber Clamps scissors Hot air blower FDM Printer Soldering set Voltmeter Cable stripper CNC Machine,Daily Living,
height adjustable laundry basket,https://tomglobal.org/project?id=644b1acfad4bc417dade0b81,height adjustable laundry basket,Zach is a college student at Penn State studying accounting. Zach suffers from chronic back issues and struggles bending over.,We created this product to help Zach do his laundry without bending over,"By having the laundry basket move up and down, Zach will not need to bend down to do his laundry, making the process pain free.",We are building a laundry basket that its height is adjustable. Tools needed Protective glasses Measurement tool Clamps Screwdriver set scissors Pull saw Pvc pipe cutter scissors scissors Electric Srewdriver Circular saw Soldering set,Daily Living,
GilGul: Dynamic Therapy Floor Seat,https://tomglobal.org/project?id=6751d26d8617b500142a7dd5,GilGul: Dynamic Therapy Floor Seat,"The device was originally designed for children with functional difficulties, providing core strengthening and mobility progression opportunities.","Children with functional challenges struggle with postures that limit activity or cause discomfort. GilGul combines chair and floor benefits, enables quick adjustments, expands workspace, and ensures a secure, versatile setup for therapy and play.","Designed to be modular and adaptive to each user, this innovative approach bridges gaps in functionality, accessibility, and therapy optimization, making it a versatile and essential tool in pediatric therapy.","GilGul is a multifunctional sitting device designed to support a range of activities. It's not just a chair but a therapeutic tool that enables proper sitting posture, balance shifting, and the integration of aiding devices tailored to specific activities. Tools needed Allen keys set Pliers CNC Machine",Therapy,
Hugh - Adaptable Computer Mouse,https://tomglobal.org/project?id=6448142eabd8c804e3243e6b,Hugh - Adaptable Computer Mouse,"Hugh Lang is a 7 year-old boy with clubbed arms, four fingers on his right hand, and three fingers on his left hand.","Since he doesn’t have thumbs, Hugh mainly uses his pinky fingers. However, this means that a normal computer mouse is not very practical for him. He can either move the mouse or click on it, but cannot do both at the same time.","By separating the buttons from the mouse, this design presents a two-handed system. Hugh will be able to press the buttons and move the mouse simultaneously.","The solution is a redesign of a traditional mouse that consists of a mouse for cursor movement and a box that has three buttons on it, one for right-clicking, one for left-clicking, and one for scrolling. This system uses USB to connect to any computer. Tools needed Protective glasses Screwdriver set Cutter Hot glue gun Soldering set Cable stripper Laser Cutter",Daily Living,
Digitus (Typing Prothesis),https://tomglobal.org/project?id=6443f10f3bdf1254762a1bba,Digitus (Typing Prothesis),Rigoberto Zapata is 47 years old and lives with his family. He is a university student who requires a device to quickly manage computer keyboards. Rigoberto lost both of his hands over 20 years ago due to an explosion during his time in the police force.,"Rigoberto is in need of a device that offers a high level of mobility to carry out his computer-related tasks effectively while in university.    Ideally, he would prefer an assistive device that extends up to his wrist area.",This solution will address the challenge because it will allow Rigoberto to fully use a computer in a quick and easy way. The idea is that it can be recreated in the future by people with similar problems in an easy way.,"The project involves a bracelet with an adaptable connection that can securely and efficiently allow Rigoberto to type and use his mouse in the computer. The idea is that the adapter can add other functions like cutlery pincers, and more. Tools needed PC or MAC I7 + Fusion 360 Prusa slicer Measurement tool Screwdriver set Allen keys set Cutter Metal scissors Silicone gun Stanley knife sewing machine scissors set of needles FDM Printer",Daily Living,
MP3 at the Touch of a Key,https://tomglobal.org/project?id=644011c94a71f83b72b83ae6,MP3 at the Touch of a Key,She has CP and limited motor functions in her hands,she loves listening to music but is unable to control her own device,it will provide Kayla with usable equipment,a music system with preloaded songs and larger controls for easier accessibility Tools needed Measurement tool FDM Printer Soldering set Cable stripper,Daily Living,
High Hip joint for SKY Lifechanger Prosthetic Limb,https://tomglobal.org/project?id=643429e97ffef4046d3a02f9,High Hip joint for SKY Lifechanger Prosthetic Limb,https://skyyouth.org/life-changer-prosthetics,This addition to SKY's original prosthetic leg will allow for wider group of amputees to receive prosthetic limbs for use in daily life.,"SKY's life changer limb project supports individuals with above the knee amputations, The part we are making will allow them to adapt this project to individuals with almost no leg below the hip, at a low cost and using commercial off the shelf fasteners.","We intend to create a viable alternative to expensive and proprietary High Hip Disarticulation products that will be simpler to make, lower cost, and easier to maintain. Tools needed Protective glasses Fusion 360 Digital caliber Allen keys set Rubber Hammar CNC Machine",Daily Living,
PVC Pipe Children's Wheelchair,https://tomglobal.org/project?id=662b9860853f090012c9ae4b,PVC Pipe Children's Wheelchair,Children with Physical Disabilities,Children all around the world suffer from physical disabilities that keep them from being able to walk. A simple solution to the problem is needed that will allow these children to move. PVC pipe is a readily available material that can solve this issue.,This will allow kids and families that may not be able to afford a high end wheelchair to make their own out of cheap materials.,"A small, child sized wheelchair made out of PVC pipes and joints that will allow kids all over the world to have access to wheelchairs. Tools needed Pvc pipe cutter",Daily Living,
RAM Mount,https://tomglobal.org/project?id=65e71c54c360e629290a8f6a,RAM Mount,"This project is needed for stability and safety in the class. Many students like to throw things that are in front of them including iPads. Not only does this break the iPads, but it can also injure a student.",We recently started working with Scott from the AIU for the past month. He asked us to developed an iPad enclosure that pairs with the RAM Mount. This enclosure will be used to hold iPads that help disabled students communicate.,"This holder allows the iPad to be safely secure, easily accessible and transportable, as well as functional for the student in need.",Stable iPad holder that encloses the iPad and securely attaches it to the RAM mount. Tools needed Protective glasses Measurement tool Clamps Nail Gun Circular saw,Daily Living,
TWIST’N PASTE,https://tomglobal.org/project?id=65e4fb90c360e62929093535,TWIST’N PASTE,Our product was designed for people with muscle fatigue or movement limitations that would obstruct them from squezing a toothpaste tube.,This project is made for those who have difficulty in squezing a toothpaste tube and therefore brushing their teeth due to some disability or movement restriction.,The solution is offered by a 3D printed wall attachment tool that helps its users who can’t coordinate their both hands together or who has one hand missing by making its users able to get the toothpaste out by only turning a simple key.,"Twist’n Paste offers its users a practical, easy and efficient way to brush their teeth, without using mustiple hands or any complicated hand movements. Tools needed FDM Printer",Daily Living,
